6,0.001,0.005,0.1,0.1,0.8,0.8,18,-0.025,0,0,0,922883.2709183672,1.1064953688561545E8,3.58817980289307E10,12,3,8,4,31,14,19,26
7,0.001,0.004,0.1,0.1,0.8,0.8,1,0,0,0,0.1,922917.8409183673,9.433198099316633E7,3.589946381482316E10,12,5,2,3,28,13,19,18
8,0.001,0.004,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923014.610918367,8.86014087700606E7,3.590896841704626E10,8,7,7,1,35,12,13,16
9,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923057.0859183673,7.313540292850627E7,3.592609094788782E10,7,3,4,4,21,12,21,17
10,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923120.9359183674,6.907578181791899E7,3.5932640718998405E10,8,4,2,4,21,10,8,14
11,0.001,0.003,0.1,0.1,0.8,0.8,0,0,0,0,0,923174.6559183672,5.874924199262052E7,3.59450623388237E10,3,6,3,1,16,9,17,5
0,0.003,0.008,0.15,0.15,0.5,0.5,29,-0.025,-0.025,0,0.2,922355.7809183671,1.5824234773753545E8,3.581363310807878E10,22,26,32,28,48,53,96,123
1,0.002,0.007,0.125,0.125,0.5,0.7,33,-0.025,-0.025,0.2,0,922079.2659183671,1.541865807695781E8,3.580690479004674E10,17,16,22,20,52,39,80,110
2,0.002,0.006,0.1,0.1,0.7,0.7,0,0,0,0,0,922338.570918367,1.486766977626327E8,3.582252756805367E10,16,17,14,16,35,37,70,87
3,0.002,0.005,0.1,0.1,0.7,0.7,0,0,0,0,0,922525.6409183671,1.2250707086581564E8,3.58559929249505E10,17,4,9,14,25,20,29,45
4,0.002,0.005,0.1,0.1,0.7,0.7,3,0,0,0.1,0,922772.5309183671,1.0464292046443665E8,3.5883485785351875E10,10,14,2,9,32,24,27,31
5,0.002,0.005,0.1,0.1,0.8,0.7,19,-0.025,0,0,0.1,922863.3909183672,1.0508274284146003E8,3.588658950297486E10,8,7,6,10,23,22,15,29
6,0.001,0.005,0.1,0.1,0.8,0.8,18,-0.025,0,0,0,922867.2059183673,1.1036478352151415E8,3.588145624729481E10,10,5,8,7,39,18,22,17
7,0.001,0.004,0.1,0.1,0.8,0.8,1,0,0,0,0.1,922911.1209183673,9.521229141544902E7,3.589832142440088E10,9,2,4,6,20,17,31,24
8,0.001,0.004,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923011.4709183673,8.186674550520065E7,3.591558062031112E10,9,1,5,1,25,15,12,9
9,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923094.0709183674,6.947241130856955E7,3.593119635450776E10,9,1,2,0,25,11,3,10
10,0.001,0.003,0.1,0.1,0.8,0.8,1,0,0,0,0.1,923165.1109183673,6.027352560508792E7,3.5943165800211235E10,8,1,1,0,27,9,7,5
11,0.001,0.003,0.1,0.1,0.8,0.8,0,0,0,0,0,923196.6159183673,5.522654194106084E7,3.594944147887526E10,4,2,1,1,16,11,10,11
0,0.003,0.008,0.15,0.15,0.5,0.5,29,-0.025,-0.025,0,0.2,922355.7809183671,1.5824234773753524E8,3.581363310807878E10,22,26,32,28,48,53,96,123
1,0.002,0.007,0.125,0.125,0.5,0.7,33,-0.025,-0.025,0.2,0,922094.1409183671,1.5108875188589472E8,3.581058274393042E10,15,19,24,32,60,46,66,92
