1,11,7,56
2,13,3,44
3,3,6,37
4,7,3,48
5,11,1,35
6,4,1,46
7,12,3,33
8,11,1,30
9,4,3,29
10,9,3,28
11,8,1,31
12,4,2,31
13,5,4,24
14,8,0,25
15,6,2,42
16,4,2,15
17,2,3,24
18,4,0,24
19,5,1,19
20,2,0,22
21,5,0,21
22,3,1,16
23,6,1,16
24,3,0,17
25,1,1,12
26,2,2,11
27,1,1,16
28,0,1,11
29,2,0,18
30,2,1,16
31,2,2,11
32,3,0,16
33,3,1,11
34,1,2,11
35,4,1,9
36,1,1,8
37,1,0,9
38,0,1,5
39,0,1,8
40,1,0,12
41,6,0,13
42,3,0,12
43,4,1,8
44,0,0,11
45,2,0,12
46,1,0,10
47,3,0,17
48,1,0,14
49,0,1,5
50,3,1,9
51,3,1,13
52,1,2,14
53,3,0,9
54,2,0,7
55,2,0,9
1,10,5,58
2,7,1,37
3,7,9,28
4,13,4,35
5,6,8,37
6,6,2,27
7,10,6,33
8,10,4,28
9,10,4,22
10,9,4,27
11,5,1,25
12,3,2,19
13,8,4,22
14,3,3,17
15,4,2,20
16,2,2,20
17,7,7,20
18,3,2,14
19,3,0,15
20,4,3,16
21,5,0,19
22,2,1,12
23,6,3,11
24,3,1,15
25,3,3,15
26,4,1,11
27,4,1,15
28,2,2,12
29,5,2,16
30,0,1,12
31,3,1,6
32,1,0,11
33,1,1,16
34,7,0,7
35,2,0,14
36,5,3,10
37,1,1,14
38,5,1,10
39,0,1,7
40,2,0,5
41,0,3,12
42,1,1,7
43,1,3,4
44,2,1,13
45,2,0,6
46,2,1,7
47,3,1,4
48,1,1,16
49,0,0,9
50,2,0,13
51,1,0,6
52,1,0,6
53,1,1,7
54,1,0,4
55,1,0,7
1,7,4,37
2,12,2,36
3,5,3,36
4,7,4,45
5,10,6,24
6,8,4,30
7,9,5,33
8,7,3,26
9,1,6,27
10,8,4,26
11,6,6,21
12,6,3,24
13,6,2,19
14,8,4,23
15,7,3,10
16,4,3,17
17,8,9,15
18,4,1,18
19,4,4,12
20,2,5,11
21,4,5,16
22,2,4,11
23,12,4,11
24,4,2,14
25,2,2,14
26,4,1,16
27,2,3,6
28,3,2,10
29,4,2,5
30,6,0,7
31,5,3,7
32,5,4,7
33,4,1,9
34,6,2,8
35,6,3,8
36,4,1,10
37,4,0,6
38,0,2,11
39,1,1,8
40,4,1,13
41,2,3,12
42,3,1,9
43,2,1,3
44,0,2,1
45,0,1,9
46,2,1,10
47,2,1,4
48,2,0,10
49,0,1,1
50,0,4,6
51,1,0,4
52,1,1,5
53,1,1,5
54,2,0,6
55,1,0,5
1,12,10,38
2,7,10,53
3,8,4,36
4,3,3,34
5,7,2,39
6,9,3,30
7,5,2,31
8,12,2,24
9,9,2,34
10,5,0,31
11,3,1,24
12,11,2,25
13,5,3,27
14,5,1,28
15,5,0,22
16,3,1,21
17,4,3,19
18,2,1,15
19,4,6,18
20,1,5,22
21,3,3,27
22,8,0,16
23,4,0,25
24,4,0,16
25,2,0,15
26,6,1,17
27,3,1,13
28,3,0,15
29,2,1,14
30,0,0,15
31,0,1,15
32,0,0,7
33,3,1,12
34,1,0,20
35,1,0,15
36,3,1,11
37,2,2,14
38,1,0,7
39,3,0,12
40,1,0,6
41,2,2,9
42,0,0,9
43,1,1,7
44,0,0,11
45,1,2,8
46,2,0,8
47,1,1,1
48,4,3,2
49,0,0,6
50,2,0,5
51,1,0,10
52,2,0,9
53,1,1,5
54,2,1,9
55,1,0,5
1,15,4,41
2,7,6,39
3,9,2,30
4,6,4,38
5,5,1,31
6,9,2,40
7,5,1,31
8,6,1,26
9,5,3,27
10,7,2,26
11,7,1,27
12,3,2,17
13,5,3,23
14,5,2,16
15,4,3,20
16,3,1,13
17,3,2,11
18,2,3,21
19,5,1,12
20,4,2,18
21,1,1,11
22,1,0,22
23,1,2,6
24,6,1,20
25,2,2,12
26,5,2,20
27,2,0,11
28,5,0,8
29,5,0,10
30,2,1,12
31,2,0,9
32,0,2,20
33,3,0,8
34,3,0,5
35,1,0,8
36,3,1,11
37,3,0,4
38,3,0,5
39,2,0,4
40,0,1,16
41,2,1,14
42,3,0,3
43,1,0,6
44,3,3,11
45,1,0,6
46,2,0,4
47,2,0,7
48,4,0,3
49,1,0,6
50,1,0,6
51,1,0,9
52,0,0,5
53,4,1,8
54,1,0,7
55,1,2,4
1,11,2,53
2,10,5,49
3,6,3,41
4,6,2,53
5,9,6,35
6,10,6,51
7,9,4,43
8,5,5,44
9,12,1,37
10,5,6,25
11,12,2,16
12,9,4,22
13,7,5,20
14,6,1,24
15,4,4,26
16,7,2,22
17,2,1,23
18,4,6,14
19,2,4,10
20,2,3,16
21,4,0,12
22,6,2,14
23,4,2,10
24,6,0,13
25,4,1,17
26,3,1,8
27,3,1,14
28,1,1,10
29,3,2,9
30,1,1,14
31,2,0,7
32,5,1,10
33,4,1,9
34,3,0,10
35,2,3,13
36,1,1,7
37,0,0,7
38,1,0,13
39,5,4,12
40,2,2,5
41,1,1,3
42,3,1,8
43,1,1,8
44,1,0,9
45,0,1,9
46,2,0,3
47,1,0,5
48,0,0,5
49,1,1,5
50,1,1,9
51,1,0,7
52,0,2,5
53,0,0,5
54,0,0,2
55,0,2,4
1,13,6,52
2,7,5,37
3,11,4,32
4,3,7,31
5,6,2,37
6,9,7,27
7,7,3,27
8,6,4,34
9,3,5,35
10,10,2,32
11,6,3,36
12,2,1,28
13,4,2,23
14,6,2,25
15,5,1,25
16,3,1,24
17,6,2,22
18,7,0,21
19,7,0,19
20,5,2,23
21,5,0,24
22,5,1,15
23,3,2,18
24,1,4,19
25,3,0,18
26,4,0,16
27,1,1,14
28,4,1,13
29,2,2,15
30,3,3,9
31,4,1,12
32,1,0,5
33,4,1,7
34,3,0,8
35,2,0,10
36,1,2,10
37,2,0,4
38,5,0,5
39,2,2,7
40,1,0,8
41,5,0,10
42,1,1,6
43,1,0,9
44,1,1,10
45,0,0,6
46,3,0,12
47,1,0,9
48,2,0,5
49,2,1,5
50,2,0,13
51,2,0,4
52,0,0,10
53,1,1,1
54,0,1,8
55,2,0,6
1,4,5,55
2,5,5,39
3,12,6,49
4,9,5,32
5,4,3,45
6,11,10,40
7,8,10,42
8,17,3,41
9,7,3,38
10,11,2,34
11,3,2,19
12,7,7,20
13,14,1,34
14,10,2,27
15,6,2,35
16,5,1,23
17,4,3,26
18,7,0,20
19,6,4,20
20,3,5,18
21,5,3,25
22,3,1,20
23,3,3,23
24,4,3,25
25,3,0,18
26,2,2,15
27,3,0,14
28,3,2,21
29,2,3,8
30,4,1,10
31,4,0,9
32,3,3,16
33,2,0,12
34,4,1,9
35,2,2,12
36,2,1,12
37,1,1,9
38,2,2,15
39,2,2,6
40,0,1,9
41,3,0,12
42,3,0,9
43,4,0,13
44,2,2,6
45,3,0,7
46,2,1,8
47,3,2,7
48,2,1,13
49,0,1,13
50,3,1,5
51,1,1,7
52,1,0,8
53,1,0,7
54,1,1,9
55,2,1,10
1,12,6,65
2,14,6,54
3,11,3,48
4,5,6,43
5,8,6,43
6,5,7,41
7,7,4,36
8,10,2,43
9,11,10,27
10,8,5,35
11,10,2,26
12,8,3,33
13,7,2,32
14,6,2,30
15,9,1,21
16,5,2,21
17,2,0,21
18,4,3,21
19,2,1,27
20,6,1,17
21,3,4,25
22,2,1,21
23,1,1,19
24,6,2,21
25,4,1,17
26,8,0,24
27,7,1,16
28,3,1,17
29,7,0,20
30,2,3,14
31,3,1,18
32,2,1,10
33,4,2,20
34,0,0,19
35,2,0,23
36,1,0,19
37,1,1,17
38,4,1,20
39,4,2,10
40,1,1,16
41,3,2,13
42,0,0,8
43,3,3,7
44,3,1,9
45,3,1,14
46,4,1,9
47,8,1,10
48,1,0,13
49,0,0,16
50,1,2,16
51,3,1,5
52,2,2,13
53,2,0,9
54,5,0,9
55,1,0,5
1,16,5,57
2,8,8,49
3,7,6,50
4,9,5,39
5,6,5,40
6,8,3,37
7,12,4,37
8,6,5,47
9,12,4,36
10,6,5,43
11,7,4,44
12,10,4,37
13,4,6,37
14,7,0,31
15,10,2,33
16,8,3,34
17,9,2,28
18,7,4,24
19,7,0,23
20,3,2,24
21,5,4,23
22,3,3,17
23,4,1,13
24,5,0,17
25,0,0,23
26,4,1,18
27,1,2,11
28,3,0,11
29,3,0,20
30,3,1,21
31,3,2,8
32,3,1,16
33,2,1,17
34,3,2,9
35,4,1,15
36,3,1,9
37,2,1,14
38,2,0,15
39,3,1,11
40,4,0,14
41,3,0,8
42,0,0,7
43,4,0,15
44,4,0,5
45,7,1,9
46,2,1,12
47,2,0,17
48,3,1,16
49,0,1,3
50,0,2,8
51,1,0,13
52,1,1,8
53,0,0,10
54,5,0,11
55,0,1,9
1,11,4,57
2,15,4,33
3,10,6,38
4,6,7,34
5,5,6,48
6,4,8,50
7,7,3,29
8,5,2,41
9,8,2,35
10,9,4,26
11,7,3,30
12,6,4,35
13,3,1,27
14,3,4,26
15,3,2,29
16,4,1,32
17,2,2,24
18,3,4,26
19,3,2,29
20,3,1,29
21,4,1,30
22,4,4,13
23,2,0,17
24,3,0,25
25,3,3,19
26,3,0,18
27,4,2,23
28,3,3,20
29,4,0,24
30,2,4,19
31,3,1,23
32,3,0,17
33,7,1,15
34,7,0,12
35,3,1,16
36,1,0,17
37,4,1,19
38,6,3,7
39,4,1,16
40,2,0,15
41,7,2,12
42,4,2,21
43,2,0,18
44,3,0,19
45,3,1,23
46,3,0,16
47,2,1,14
48,1,1,13
49,2,0,16
50,1,0,12
51,2,1,17
52,0,0,11
53,5,2,13
54,3,1,9
55,2,0,18
1,14,3,67
2,10,4,44
3,9,10,57
4,11,4,30
5,4,3,39
6,10,3,41
7,4,5,42
8,6,6,38
9,7,3,43
10,7,10,36
11,14,10,50
12,10,3,31
13,6,7,35
14,7,3,29
15,9,2,16
16,3,1,18
17,7,3,24
18,2,7,21
19,5,3,19
20,5,3,24
21,3,2,17
22,3,2,10
23,4,2,19
24,5,4,25
25,4,3,15
26,9,2,8
27,1,2,19
28,5,2,10
29,4,3,21
30,3,2,18
31,5,3,11
32,7,2,14
33,4,2,13
34,1,1,10
35,1,2,15
36,1,1,15
37,2,1,10
38,4,0,11
39,3,1,14
40,2,0,11
41,4,3,12
42,2,1,8
43,1,0,10
44,4,1,9
45,3,1,8
46,4,1,16
47,6,1,13
48,3,1,11
49,2,0,6
50,3,0,7
51,1,3,17
52,0,1,11
53,2,0,8
54,2,0,6
55,1,1,11
1,11,2,45
2,5,4,45
3,3,5,49
4,9,6,27
5,3,5,39
6,7,6,24
7,4,6,36
8,5,5,30
9,2,3,26
10,5,1,33
11,7,4,30
12,6,1,21
13,3,2,25
14,2,1,17
15,2,1,17
16,4,2,14
17,3,1,14
18,6,0,13
19,4,1,20
20,1,0,13
21,3,3,13
22,8,1,12
23,2,3,13
24,7,1,20
25,1,1,11
26,5,1,18
27,2,1,7
28,1,1,10
29,4,0,6
30,1,0,7
31,5,1,13
32,3,2,10
33,4,1,14
34,6,3,14
35,6,1,9
36,3,0,11
37,2,0,8
38,0,1,5
39,1,1,12
40,4,1,8
41,1,1,14
42,1,1,14
43,0,0,11
44,1,2,9
45,1,0,9
46,2,0,8
47,3,0,6
48,0,0,8
49,2,0,6
50,1,0,6
51,1,0,4
52,2,1,4
53,1,1,4
54,2,1,3
55,2,2,8
1,17,8,61
2,15,8,57
3,13,4,50
4,8,6,43
5,15,2,44
6,12,4,59
7,16,4,36
8,8,8,35
9,8,3,33
10,8,2,49
11,5,6,32
12,10,4,41
13,4,4,31
14,5,4,29
15,5,4,32
16,6,3,16
17,8,2,21
18,10,4,23
19,1,1,21
20,6,3,23
21,4,2,19
22,7,1,16
23,3,1,18
24,4,4,19
25,3,1,14
26,6,3,20
27,5,0,14
28,4,0,18
29,1,1,16
30,3,0,26
31,5,2,8
32,3,0,14
33,3,3,15
34,2,1,11
35,2,1,12
36,1,1,15
37,2,3,11
38,4,1,12
39,5,1,14
40,3,1,12
41,2,1,6
42,0,0,7
43,2,0,9
44,2,0,12
45,0,3,5
46,1,2,10
47,5,0,8
48,2,3,14
49,2,0,10
50,3,1,9
51,1,0,8
52,2,0,10
53,0,0,8
54,2,0,6
55,2,0,9
1,11,4,56
2,11,7,48
3,10,8,49
4,6,4,42
5,6,8,50
6,15,4,42
7,11,4,37
8,9,3,32
9,11,4,37
10,3,4,43
11,11,4,23
12,5,4,32
13,9,0,29
14,6,7,25
15,8,2,21
16,8,9,25
17,3,3,19
18,2,3,27
19,5,3,20
20,7,4,18
21,4,3,23
22,4,0,29
23,2,0,18
24,7,1,18
25,5,2,18
26,4,0,22
27,5,2,25
28,4,3,12
29,2,0,25
30,3,2,18
31,2,2,24
32,2,1,13
33,2,3,14
34,3,2,23
35,3,0,14
36,4,1,8
37,4,0,10
38,5,0,19
39,3,3,21
40,2,1,17
41,5,0,16
42,3,1,12
43,5,1,21
44,2,3,14
45,2,0,17
46,4,0,22
47,3,1,11
48,0,1,17
49,1,2,17
50,2,2,7
51,2,0,9
52,2,0,13
53,2,0,14
54,2,0,17
55,2,1,14
1,12,9,61
2,8,3,49
3,11,5,43
4,13,4,44
5,10,3,38
6,13,2,56
7,11,7,36
8,8,5,40
9,8,6,42
10,6,4,28
11,9,3,32
12,2,2,34
13,4,5,28
14,5,4,26
15,10,1,34
16,11,3,30
17,8,3,36
18,5,4,17
19,5,4,20
20,9,1,21
21,6,0,23
22,4,1,32
23,6,1,36
24,2,1,20
25,0,1,21
26,5,3,16
27,4,5,24
28,4,0,17
29,7,1,24
30,4,2,14
31,4,2,18
32,0,2,17
33,2,1,10
34,6,1,9
35,7,1,11
36,3,0,15
37,2,0,14
38,3,1,9
39,2,2,12
40,4,2,7
41,0,0,13
42,0,1,8
43,5,0,14
44,2,1,21
45,1,3,8
46,3,0,16
47,2,0,14
48,0,0,16
49,2,1,8
50,1,0,14
51,5,1,8
52,0,1,26
53,4,0,7
54,0,1,10
55,4,0,10
1,9,3,57
2,6,4,48
3,8,5,39
4,6,7,41
5,3,5,55
6,9,5,39
7,5,5,28
8,8,1,30
9,5,3,31
10,10,1,29
11,4,2,26
12,4,3,12
13,3,2,15
14,3,2,21
15,2,3,19
16,3,1,20
17,5,1,18
18,5,1,15
19,0,2,9
20,2,1,8
21,1,0,10
22,1,1,13
23,2,1,12
24,1,0,23
25,0,0,11
26,3,1,17
27,1,0,24
28,1,3,11
29,3,2,10
30,5,1,13
31,5,2,12
32,2,3,13
33,2,0,11
34,2,1,14
35,1,1,10
36,5,0,8
37,3,0,12
38,1,2,12
39,2,0,16
40,1,1,8
41,0,0,11
42,2,0,15
43,0,0,7
44,1,0,8
45,2,2,6
46,1,0,12
47,1,0,14
48,1,1,12
49,0,0,6
50,2,1,9
51,2,0,8
52,1,1,10
53,5,0,4
54,1,1,10
55,1,0,8
1,14,5,55
2,9,4,54
3,8,4,39
4,10,6,32
5,7,5,43
6,7,3,37
7,9,4,28
8,9,2,34
9,6,5,26
10,3,3,33
11,4,1,31
12,8,2,28
13,3,5,26
14,3,0,28
15,4,1,21
16,2,1,23
17,1,0,12
18,4,4,18
19,2,1,17
20,0,3,11
21,5,3,23
22,6,1,12
23,4,2,13
24,3,3,27
25,2,1,13
26,2,2,14
27,1,0,12
28,4,0,14
29,4,1,19
30,1,2,14
31,3,1,10
32,5,2,18
33,2,2,7
34,5,2,14
35,3,3,13
36,1,1,11
37,2,2,16
38,1,0,9
39,4,2,7
40,2,0,13
41,0,1,9
42,2,0,9
43,1,0,9
44,2,1,10
45,0,0,7
46,2,0,7
47,2,1,12
48,5,0,7
49,1,0,5
50,2,1,5
51,1,0,4
52,1,0,2
53,2,0,9
54,0,1,4
55,0,0,7
1,16,3,60
2,10,10,37
3,8,2,48
4,6,4,36
5,4,4,40
6,8,4,29
7,5,3,29
8,7,4,29
9,4,4,27
10,6,4,18
11,3,3,29
12,3,3,20
13,5,2,26
14,4,2,21
15,2,1,29
16,3,1,28
17,7,1,17
18,4,4,14
19,3,1,10
20,7,0,23
21,6,2,21
22,2,2,15
23,7,2,12
24,6,0,14
25,2,1,11
26,2,3,8
27,5,0,9
28,5,1,8
29,2,1,7
30,1,2,13
31,1,0,9
32,3,1,18
33,5,1,9
34,3,0,16
35,2,1,8
36,2,3,10
37,2,3,10
38,2,1,7
39,0,1,5
40,3,1,15
41,1,2,9
42,2,0,8
43,0,0,17
44,1,0,10
45,3,0,6
46,2,3,7
47,1,3,11
48,2,0,11
49,4,0,8
50,0,1,9
51,3,1,8
52,3,0,10
53,4,2,5
54,0,0,15
55,2,0,6
1,12,5,56
2,12,4,29
3,8,7,43
4,9,4,47
5,14,5,49
6,7,5,35
7,5,3,39
8,6,1,45
9,8,3,44
10,10,5,46
11,6,6,28
12,6,5,32
13,4,1,32
14,4,6,36
15,7,1,40
16,5,1,33
17,5,3,26
18,8,2,28
19,3,2,39
20,6,2,33
21,4,1,20
22,2,2,16
23,5,3,23
24,7,1,15
25,3,1,18
26,5,1,22
27,3,2,20
28,3,2,15
29,4,0,15
30,5,1,15
31,2,3,10
32,4,3,16
33,4,1,13
34,2,2,15
35,2,0,15
36,0,0,11
37,3,2,12
38,3,0,11
39,3,3,11
40,2,1,6
41,1,0,11
42,6,0,14
43,2,0,11
44,0,0,7
45,4,0,7
46,1,0,11
47,0,0,8
48,2,0,4
49,1,2,13
50,3,0,11
51,0,0,6
52,0,0,2
53,2,0,9
54,2,1,9
55,3,0,9
1,8,5,47
2,11,5,58
3,11,3,50
4,9,2,22
5,9,6,34
6,9,2,40
7,8,6,28
8,7,3,38
9,8,3,13
10,8,0,26
11,9,3,28
12,3,2,29
13,5,2,23
14,8,6,22
15,5,1,18
16,6,2,24
17,7,3,20
18,1,1,18
19,2,1,22
20,3,4,16
21,5,2,15
22,9,0,10
23,3,2,12
24,2,3,21
25,1,1,18
26,2,2,24
27,2,1,13
28,2,2,17
29,2,0,14
30,7,2,13
31,2,3,17
32,2,2,13
33,2,1,9
34,4,1,7
35,3,2,14
36,2,1,11
37,5,4,8
38,3,0,12
39,2,1,5
40,0,4,6
41,0,0,7
42,3,0,9
43,3,3,10
44,2,1,6
45,0,2,3
46,3,0,4
47,2,1,11
48,2,0,6
49,2,1,9
50,1,0,5
51,0,2,9
52,1,0,6
53,1,0,11
54,0,1,9
55,3,1,8
1,17,2,58
2,7,2,47
3,9,6,40
4,6,4,48
5,8,6,45
6,11,4,45
7,9,5,39
8,9,2,26
9,8,2,30
10,9,1,20
11,9,1,26
12,6,7,26
13,0,3,29
14,4,1,24
15,7,2,27
16,9,2,26
17,4,1,26
18,3,4,16
19,2,1,23
20,3,3,22
21,2,4,10
22,6,3,17
23,2,3,10
24,2,1,8
25,1,0,14
26,2,5,9
27,5,0,12
28,6,3,10
29,0,1,10
30,3,0,16
31,1,0,11
32,2,2,10
33,1,0,16
34,2,2,15
35,3,3,14
36,4,1,13
37,6,1,12
38,2,1,6
39,2,0,12
40,2,1,10
41,4,0,5
42,3,0,8
43,2,0,8
44,0,0,15
45,1,1,12
46,3,1,6
47,0,0,8
48,2,0,6
49,2,0,9
50,1,1,8
51,1,0,11
52,1,0,6
53,3,0,11
54,3,0,4
55,1,0,1
1,13,3,63
2,11,5,58
3,7,5,40
4,12,4,38
5,15,6,41
6,13,6,47
7,8,2,41
8,8,8,55
9,10,4,40
10,9,2,31
11,12,5,44
12,4,4,26
13,4,4,27
14,5,3,42
15,4,2,30
16,7,6,29
17,7,4,28
18,7,5,34
19,4,4,25
20,5,5,28
21,5,3,36
22,9,2,16
23,4,8,24
24,3,2,19
25,4,1,18
26,5,1,11
27,4,2,19
28,5,1,18
29,4,2,17
30,3,2,15
31,4,4,16
32,2,0,10
33,6,3,15
34,4,2,6
35,3,2,7
36,2,0,11
37,6,0,17
38,2,0,13
39,5,2,20
40,4,2,10
41,2,2,16
42,2,3,13
43,5,0,15
44,4,1,4
45,2,0,10
46,3,1,10
47,1,2,11
48,2,0,8
49,2,0,13
50,2,1,7
51,1,0,7
52,3,1,7
53,1,1,7
54,0,0,4
55,3,4,16
1,14,3,51
2,9,3,43
3,11,2,41
4,9,6,46
5,11,2,32
6,5,3,40
7,3,5,20
8,5,5,29
9,4,3,31
10,7,4,28
11,7,5,30
12,7,3,20
13,2,3,26
14,11,4,9
15,5,5,14
16,6,6,23
17,4,5,14
18,4,4,10
19,1,2,12
20,5,5,16
21,8,3,16
22,3,3,12
23,5,4,18
24,1,2,15
25,4,1,14
26,3,1,11
27,5,2,8
28,3,3,15
29,4,4,11
30,5,2,11
31,3,2,13
32,4,0,11
33,2,2,8
34,3,1,11
35,3,1,12
36,2,1,14
37,5,2,16
38,2,2,9
39,0,1,14
40,1,3,11
41,1,1,14
42,3,0,9
43,1,0,8
44,5,0,7
45,0,2,6
46,4,2,11
47,1,1,10
48,1,1,9
49,1,1,5
50,1,0,10
51,1,1,10
52,1,0,9
53,0,0,7
54,1,0,7
55,2,0,5
1,9,6,55
2,9,3,48
3,14,6,42
4,14,5,36
5,12,0,39
6,6,3,38
7,4,4,34
8,10,3,33
9,4,4,33
10,5,4,26
11,5,3,23
12,7,4,35
13,7,2,29
14,9,2,29
15,4,3,31
16,9,2,16
17,6,3,19
18,7,4,22
19,2,1,22
20,4,2,24
21,3,1,10
22,5,4,24
23,2,1,19
24,3,3,16
25,1,4,15
26,4,3,16
27,0,0,16
28,3,0,15
29,2,2,12
30,1,3,9
31,4,0,13
32,5,2,17
33,1,1,10
34,6,0,10
35,3,1,7
36,6,2,12
37,2,1,9
38,2,0,6
39,1,1,17
40,2,1,9
41,2,2,12
42,1,1,7
43,2,2,11
44,0,0,7
45,2,0,9
46,3,2,11
47,4,1,5
48,5,0,13
49,2,0,8
50,2,2,13
51,0,1,4
52,4,0,10
53,5,1,11
54,3,0,3
55,1,0,9
1,13,6,46
2,8,6,51
3,6,3,52
4,11,2,47
5,7,10,42
6,8,1,37
7,5,7,40
8,10,4,21
9,5,1,24
10,13,5,40
11,7,3,28
12,10,0,18
13,3,5,19
14,6,4,22
15,5,4,9
16,4,1,10
17,2,3,8
18,5,3,10
19,2,1,22
20,4,2,13
21,5,1,7
22,0,2,17
23,6,6,20
24,3,3,7
25,5,1,10
26,3,1,9
27,6,2,8
28,2,0,13
29,7,2,13
30,4,3,17
31,3,1,10
32,1,0,13
33,1,2,17
34,2,0,13
35,2,2,13
36,1,1,16
37,3,1,10
38,5,2,10
39,2,0,15
40,1,0,12
41,1,1,14
42,3,1,13
43,2,2,8
44,2,1,12
45,1,1,7
